"plotcode","country","surveydate1","surveydate2","longitude_generalised","latitude_generalised","management2"
"1013901","Finland","1986-09-11 00:00:00","1995-08-02 00:00:00",24.1602326383978,67.0164661885414,0
"1013903","Finland","1986-09-11 00:00:00","1995-08-02 00:00:00",24.1488494570158,67.0054218254972,
"1014301","Finland","1986-09-12 00:00:00","1995-08-11 00:00:00",24.8813102085421,67.0411937799842,0
"1014302","Finland","1986-09-12 00:00:00","1995-08-11 00:00:00",24.8923257088473,67.051180229725,0
"1014701","Finland","1986-06-28 00:00:00","1995-08-08 00:00:00",25.5995313409067,67.031001716209,0
"1014702","Finland","1986-06-28 00:00:00","1995-08-08 00:00:00",25.6246834708474,67.0540931449452,0
"1014703","Finland","1986-06-28 00:00:00","1995-08-08 00:00:00",25.6161060435421,67.042120414534,0
"1015901","Finland","1986-09-03 00:00:00","1995-07-29 00:00:00",27.8245883749273,67.0459761992231,0
"1015902","Finland","1986-09-03 00:00:00","1995-07-29 00:00:00",27.8386170730773,67.0366748913978,0
"1016301","Finland","1986-08-19 00:00:00","1995-07-21 00:00:00",28.5493797926651,67.022104427528,0
"1016302","Finland","1986-08-19 00:00:00","1995-07-21 00:00:00",28.5605364793958,67.0516448372346,0
"1016303","Finland","1986-08-19 00:00:00","1995-07-21 00:00:00",28.5710515184375,67.0562966618896,0
"1044101","Finland","1986-07-01 00:00:00","1995-06-14 00:00:00",24.5035117377672,67.2562587036028,1
"1044102","Finland","1986-07-01 00:00:00","1995-06-14 00:00:00",24.4777222257532,67.2260413632843,1
"1044103","Finland","1986-07-01 00:00:00","1995-06-14 00:00:00",24.4790905683447,67.2263035068776,0
"1044501","Finland","1986-08-27 00:00:00","1995-06-16 00:00:00",25.2502319056071,67.2592458216817,0
"1044502","Finland","1986-08-27 00:00:00","1995-06-16 00:00:00",25.2506840190008,67.2528561838222,6
"1044503","Finland","1986-08-27 00:00:00","1995-06-16 00:00:00",25.2459165356584,67.2397492616968,0
"1044901","Finland","1986-08-25 00:00:00","1995-07-03 00:00:00",25.9726720757375,67.2578224289366,0
"1044903","Finland","1986-08-25 00:00:00","1995-07-03 00:00:00",25.9706725204794,67.2457843679976,2
"1045301","Finland","1986-07-01 00:00:00","1995-07-04 00:00:00",26.7320704026815,67.2724215705171,0
"1045302","Finland","1986-07-01 00:00:00","1995-07-04 00:00:00",26.7179979534463,67.2827496035248,0
"1045701","Finland","1986-09-04 00:00:00","1995-07-28 00:00:00",27.4793383172199,67.2836900662925,0
"1045703","Finland","1986-09-04 00:00:00","1995-07-28 00:00:00",27.461023479006,67.2738366717022,0
"1046101","Finland","1986-08-18 00:00:00","1995-07-26 00:00:00",28.1912685371896,67.2737968793583,2
"1046501","Finland","1986-08-13 00:00:00","1995-07-25 00:00:00",28.9547505097275,67.2613306815367,0
"1046502","Finland","1986-08-13 00:00:00","1995-07-25 00:00:00",28.951715839505,67.2344128425609,0
"1046503","Finland","1986-08-13 00:00:00","1995-07-25 00:00:00",28.9538189881759,67.2492919988188,0
"1074301","Finland","1986-08-20 00:00:00","1995-06-13 00:00:00",24.835744917714,67.471404426552,
"1074302","Finland","1986-08-20 00:00:00","1995-06-13 00:00:00",24.864164428045,67.4559728223529,0
"1074303","Finland","1986-08-20 00:00:00","1995-06-13 00:00:00",24.8521194427134,67.4849095017627,0
"1074702","Finland","1986-08-24 00:00:00","1995-06-14 00:00:00",25.6080267124975,67.4658664921124,0
"1074703","Finland","1986-08-24 00:00:00","1995-06-14 00:00:00",25.6097083289808,67.4659346516256,3
"1075101","Finland","1986-08-26 00:00:00","1995-07-02 00:00:00",26.3336102207121,67.4661237113624,0
"1075102","Finland","1986-08-26 00:00:00","1995-07-02 00:00:00",26.3356066800025,67.485382585952,0
"1075103","Finland","1986-08-26 00:00:00","1995-07-02 00:00:00",26.3494306486309,67.4783349152169,0
"1075501","Finland","1986-07-02 00:00:00","1995-08-17 00:00:00",27.0725009072244,67.4947337757905,0
"1075502","Finland","1986-07-02 00:00:00","1995-08-17 00:00:00",27.0732949897599,67.4821181789336,0
"1075903","Finland","1986-08-03 00:00:00","1995-08-16 00:00:00",27.8316072705145,67.4946610336274,0
"1076301","Finland","1986-08-14 00:00:00","1995-08-26 00:00:00",28.6040077980616,67.4550705513864,
"1076302","Finland","1986-08-14 00:00:00","1995-08-26 00:00:00",28.5827388978665,67.465907810679,8
"1076303","Finland","1986-08-14 00:00:00","1995-08-26 00:00:00",28.5986616179076,67.4676265970565,0
"1076701","Finland","1986-08-14 00:00:00","1995-07-23 00:00:00",29.346639652341,67.4719578474737,0
"1076702","Finland","1986-08-14 00:00:00","1995-07-23 00:00:00",29.3308130632856,67.4487525729253,0
"1076703","Finland","1986-08-14 00:00:00","1995-07-23 00:00:00",29.3268106196871,67.4787414063304,0
"1103701","Finland","1986-06-28 00:00:00","1995-06-16 00:00:00",23.6834693876358,67.6458947992379,0
"1103702","Finland","1986-06-28 00:00:00","1995-06-16 00:00:00",23.6858546748276,67.664451400373,0
"1104101","Finland","1986-06-30 00:00:00","1995-06-15 00:00:00",24.461466578284,67.6945046785953,0
"1104502","Finland","1986-08-11 00:00:00","1995-06-26 00:00:00",25.1830854580932,67.6693790424123,0
"1104503","Finland","1986-08-11 00:00:00","1995-06-26 00:00:00",25.1842560087805,67.6833275697726,0
"1104901","Finland","1986-07-08 00:00:00","1995-08-16 00:00:00",25.9409336475494,67.7002165676791,0
"1104903","Finland","1986-07-08 00:00:00","1995-08-16 00:00:00",25.9506179691597,67.7058915448047,0
"1105301","Finland","1986-06-30 00:00:00","1995-08-13 00:00:00",26.7274894200249,67.7014929746603,0
"1105302","Finland","1986-06-30 00:00:00","1995-08-13 00:00:00",26.7123041242159,67.6962309005343,0
"1105303","Finland","1986-06-30 00:00:00","1995-08-13 00:00:00",26.7260058656226,67.6969639840581,0
"1105701","Finland","1986-09-02 00:00:00","1995-08-18 00:00:00",27.4775501724002,67.6798338495515,0
"1105702","Finland","1986-09-02 00:00:00","1995-08-18 00:00:00",27.459086216711,67.6964733405545,0
"1106101","Finland","1986-08-04 00:00:00","1995-08-24 00:00:00",28.2169713310452,67.6856731826614,0
"1106102","Finland","1986-08-04 00:00:00","1995-08-24 00:00:00",28.2293961543423,67.6848247964762,2
"1106103","Finland","1986-08-04 00:00:00","1995-08-24 00:00:00",28.2162185689641,67.6940591501154,2
"1106501","Finland","1986-08-21 00:00:00","1995-08-22 00:00:00",28.995568669212,67.6632816709436,0
"1106502","Finland","1986-08-21 00:00:00","1995-08-22 00:00:00",28.9792320462753,67.6770230360187,0
"1106503","Finland","1986-08-21 00:00:00","1995-08-22 00:00:00",28.9668231521984,67.6898453121025,0
"1106901","Finland","1986-08-15 00:00:00","1995-07-23 00:00:00",29.7333788282872,67.6797191134751,0
"110702","Finland","1985-08-25 00:00:00","1995-08-08 00:00:00",20.0482875750515,60.344531725839,0
"110703","Finland","1985-08-25 00:00:00","1995-08-08 00:00:00",20.058685743131,60.3590926444886,0
"110704","Finland","1985-08-25 00:00:00","1995-08-08 00:00:00",20.0480395293723,60.3629817965424,0
"111501","Finland","1985-08-19 00:00:00","1995-08-02 00:00:00",21.1883795605052,60.4139279735653,0
"111502","Finland","1985-08-19 00:00:00","1995-08-02 00:00:00",21.1885586154751,60.424208351812,
"111704","Finland","1985-08-19 00:00:00","1995-08-02 00:00:00",21.5052419742366,60.4426849962811,0
"112101","Finland","1985-08-14 00:00:00","1995-08-03 00:00:00",22.0533809938621,60.434534391283,0
"112301","Finland","1985-06-13 00:00:00","1995-09-22 00:00:00",22.3723974254028,60.4542677101562,
"112302","Finland","1985-06-13 00:00:00","1995-09-22 00:00:00",22.3661241785483,60.4744259337126,0
"112502","Finland","1985-06-10 00:00:00","1995-10-02 00:00:00",22.6653614726877,60.4590565156736,4
"112701","Finland","1985-09-24 00:00:00","1995-09-29 00:00:00",22.9227476630203,60.4754040903825,0
"112702","Finland","1985-09-24 00:00:00","1995-09-29 00:00:00",22.9220379470598,60.4923865974084,0
"112703","Finland","1985-09-24 00:00:00","1995-09-29 00:00:00",22.9420395389694,60.4834657823615,0
"112704","Finland","1985-06-17 00:00:00","1995-09-29 00:00:00",22.9199132519617,60.4754552964162,0
"113104","Finland","1985-09-23 00:00:00","1995-08-30 00:00:00",23.5200059420371,60.5108184473037,5
"113301","Finland","1985-09-23 00:00:00","1995-09-14 00:00:00",23.8231952527899,60.4927732178387,0
"113302","Finland","1985-09-23 00:00:00","1995-09-14 00:00:00",23.7914253273408,60.5101447139219,0
"113303","Finland","1985-09-23 00:00:00","1995-09-14 00:00:00",23.7975395475689,60.5117690118127,0
"113304","Finland","1985-09-23 00:00:00","1995-09-14 00:00:00",23.8038193583291,60.52076604127,0
"1133901","Finland","1986-06-23 00:00:00","1995-06-28 00:00:00",24.0316872617036,67.8794980957321,0
"1133902","Finland","1986-06-23 00:00:00","1995-06-28 00:00:00",24.0553723276026,67.9017423622272,0
"1133903","Finland","1986-06-23 00:00:00","1995-06-28 00:00:00",24.0475836197559,67.8933512049317,0
"1134302","Finland","1986-08-10 00:00:00","1995-07-01 00:00:00",24.8237807006435,67.903722081423,0
"113501","Finland","1985-09-09 00:00:00","1995-08-31 00:00:00",24.0905885451121,60.5134288710372,0
"113503","Finland","1985-09-09 00:00:00","1995-08-31 00:00:00",24.1159532465992,60.5296561840938,0
"113504","Finland","1985-09-09 00:00:00","1995-08-31 00:00:00",24.0934041944725,60.517655303899,0
"1135501","Finland","1986-07-09 00:00:00","1995-08-14 00:00:00",27.1090076827996,67.9130973409282,0
"1135902","Finland","1986-08-16 00:00:00","1995-08-20 00:00:00",27.8546138682838,67.8890563099231,0
"1136301","Finland","1986-08-15 00:00:00","1995-08-19 00:00:00",28.6031188460495,67.898756564228,
"1136302","Finland","1986-08-15 00:00:00","1995-08-19 00:00:00",28.6316163723692,67.8970077016449,0
"1136303","Finland","1986-08-15 00:00:00","1995-08-19 00:00:00",28.612998777084,67.8940711252728,0
"113704","Finland","1985-09-08 00:00:00","1995-08-25 00:00:00",24.3931859119756,60.5128381329329,0
"113902","Finland","1985-06-03 00:00:00","1995-05-30 00:00:00",24.6876205475436,60.5244449805825,4
"113903","Finland","1985-06-03 00:00:00","1995-05-30 00:00:00",24.6706698817381,60.5452226503177,0
"113904","Finland","1985-06-03 00:00:00","1995-05-30 00:00:00",24.6780942482402,60.5117162872835,0
"114101","Finland","1985-06-19 00:00:00","1995-06-07 00:00:00",24.9792150384004,60.5451400531798,0
"114102","Finland","1985-06-19 00:00:00","1995-06-07 00:00:00",24.9825083608369,60.5154054576408,5
"114103","Finland","1985-06-19 00:00:00","1995-06-07 00:00:00",24.9803339267059,60.5221489526674,0
"114104","Finland","1985-06-19 00:00:00","1995-06-08 00:00:00",24.9573303639426,60.5145597282208,0
"114302","Finland","1985-06-26 00:00:00","1995-06-12 00:00:00",25.260285280397,60.5354281035588,0
"114304","Finland","1985-06-26 00:00:00","1995-06-12 00:00:00",25.2542225871737,60.5341741981972,0
"114501","Finland","1985-09-09 00:00:00","1995-06-01 00:00:00",25.5604714071708,60.5224617673379,8
"114502","Finland","1985-09-09 00:00:00","1995-06-01 00:00:00",25.5542266792202,60.5256509241849,0
"114503","Finland","1985-09-09 00:00:00","1995-06-01 00:00:00",25.5537481645638,60.5454746662654,0
"114504","Finland","1985-09-09 00:00:00","1995-06-01 00:00:00",25.5486877212817,60.5277289608043,4
"114701","Finland","1985-08-22 00:00:00","1995-06-05 00:00:00",25.8304293872025,60.5541364109339,
"114702","Finland","1985-08-22 00:00:00","1995-06-05 00:00:00",25.8662605115194,60.5587362112673,0
"114703","Finland","1985-08-22 00:00:00","1995-06-05 00:00:00",25.8523693208564,60.5560120547944,0
"114704","Finland","1985-08-22 00:00:00","1995-06-06 00:00:00",25.8359527331852,60.5440239087315,0
"114901","Finland","1985-08-25 00:00:00","1995-06-04 00:00:00",26.1367453068936,60.5279556995479,3
"114903","Finland","1985-08-25 00:00:00","1995-06-04 00:00:00",26.1222899239859,60.5251456495316,0
"114904","Finland","1985-08-25 00:00:00","1995-06-04 00:00:00",26.1531876748962,60.5232127362711,0
"115102","Finland","1985-08-26 00:00:00","1995-06-13 00:00:00",26.4121277093045,60.5565668477575,0
"115103","Finland","1985-08-26 00:00:00","1995-06-13 00:00:00",26.4277117104544,60.5249979701909,0
"115104","Finland","1985-08-26 00:00:00","1995-06-13 00:00:00",26.4409698203015,60.5392185612294,3
"115301","Finland","1985-06-17 00:00:00","1995-09-27 00:00:00",26.7424652667858,60.5302294588118,0
"115302","Finland","1985-06-17 00:00:00","1995-09-27 00:00:00",26.7046681444023,60.5608595505665,3
"115303","Finland","1985-06-17 00:00:00","1995-09-27 00:00:00",26.7206612964488,60.5619199460867,1
"115304","Finland","1985-06-17 00:00:00","1995-09-27 00:00:00",26.7123011985469,60.5283960590726,1
"115701","Finland","1985-07-01 00:00:00","1995-09-05 00:00:00",27.3065398885697,60.5581109274172,0
"115702","Finland","1985-07-01 00:00:00","1995-09-05 00:00:00",27.2889108721181,60.5424100235657,
"115704","Finland","1985-07-01 00:00:00","1995-09-05 00:00:00",27.2910573608163,60.5502024717157,0
"115901","Finland","1985-06-26 00:00:00","1995-08-28 00:00:00",27.6161466000175,60.5507040238464,6
"115902","Finland","1985-06-26 00:00:00","1995-08-28 00:00:00",27.6163517370673,60.5361877130615,0
"1163701","Finland","1986-06-26 00:00:00","1995-06-26 00:00:00",23.6255400425924,68.1080385683021,0
"1163702","Finland","1986-06-26 00:00:00","1995-06-26 00:00:00",23.6211937722361,68.0943387277993,
"1163703","Finland","1986-06-26 00:00:00","1995-06-26 00:00:00",23.6181377778558,68.0979009888703,0
"1164102","Finland","1986-06-24 00:00:00","1995-06-27 00:00:00",24.3947958963255,68.1143671814425,
"1164103","Finland","1986-06-24 00:00:00","1995-06-27 00:00:00",24.3882745741105,68.1088658514505,0
"1164501","Finland","1986-08-13 00:00:00","1995-06-27 00:00:00",25.1580985934777,68.1261964527732,
"1164502","Finland","1986-08-13 00:00:00","1995-06-27 00:00:00",25.1788000938972,68.1047989223273,0
"1164503","Finland","1986-08-13 00:00:00","1995-06-27 00:00:00",25.1824619659154,68.1128233023761,
"1164901","Finland","1986-08-22 00:00:00","1995-06-15 00:00:00",25.9346654463105,68.1248332741705,0
"1164902","Finland","1986-08-22 00:00:00","1995-06-15 00:00:00",25.9546337873127,68.1020671379881,0
"1164903","Finland","1986-08-22 00:00:00","1995-06-15 00:00:00",25.9482372065831,68.1160745057033,0
"1165302","Finland","1986-06-28 00:00:00","1995-08-09 00:00:00",26.7065327068338,68.1118898082687,0
"1165303","Finland","1986-06-28 00:00:00","1995-08-09 00:00:00",26.7051466113435,68.110309994358,0
"1165701","Finland","1986-06-24 00:00:00","1995-08-08 00:00:00",27.4654984008397,68.1141436150032,0
"1165702","Finland","1986-06-24 00:00:00","1995-08-08 00:00:00",27.4673726863663,68.1400383267845,0
"1166101","Finland","1986-08-05 00:00:00","1995-08-17 00:00:00",28.2525993966056,68.1176169293225,0
"1166102","Finland","1986-08-05 00:00:00","1995-08-17 00:00:00",28.2488903991529,68.1216673402712,0
"1166103","Finland","1986-08-05 00:00:00","1995-08-17 00:00:00",28.2549232428917,68.1291682848092,0
"1166501","Finland","1986-08-19 00:00:00","1995-08-23 00:00:00",29.0093619384371,68.1089116188727,
"1166502","Finland","1986-08-19 00:00:00","1995-08-23 00:00:00",29.0076348005269,68.1039185868326,0
"1193501","Finland","1986-07-20 00:00:00","1995-07-04 00:00:00",23.2264255909519,68.2970017901525,0
"1193502","Finland","1986-07-20 00:00:00","1995-07-04 00:00:00",23.218845205902,68.3017196518086,
"1193503","Finland","1986-07-20 00:00:00","1995-07-04 00:00:00",23.2175650404384,68.3117004542328,0
"1193901","Finland","1986-07-19 00:00:00","1995-07-05 00:00:00",23.9762684614564,68.3058434326539,0
"1193902","Finland","1986-07-19 00:00:00","1995-07-05 00:00:00",23.9753882476015,68.2936855840927,
"1193903","Finland","1986-07-19 00:00:00","1995-07-05 00:00:00",23.9865834788958,68.3268113144265,0
"1194701","Finland","1986-08-12 00:00:00","1995-06-28 00:00:00",25.531259594497,68.3304291146073,0
"1194702","Finland","1986-08-12 00:00:00","1995-06-28 00:00:00",25.5499018995862,68.353100030833,
"1194703","Finland","1986-08-12 00:00:00","1995-06-28 00:00:00",25.5435448342215,68.3156530593253,0
"1195103","Finland","1986-06-29 00:00:00","1995-08-15 00:00:00",26.3273326745834,68.326696741859,0
"1195501","Finland","1986-06-25 00:00:00","1995-08-11 00:00:00",27.0821115771131,68.351741630384,0
"1195502","Finland","1986-06-25 00:00:00","1995-08-11 00:00:00",27.0733006095709,68.3269262824629,0
"1195503","Finland","1986-06-25 00:00:00","1995-08-11 00:00:00",27.1118519655344,68.3516223480694,0
"1195901","Finland","1986-06-26 00:00:00","1995-08-10 00:00:00",27.8836140692912,68.3254579098108,0
"1195902","Finland","1986-06-26 00:00:00","1995-08-10 00:00:00",27.8605782372624,68.3493428301489,0
"1195903","Finland","1986-06-26 00:00:00","1995-08-10 00:00:00",27.8551407772981,68.3324616512707,0
"1223701","Finland","1986-07-22 00:00:00","1995-07-01 00:00:00",23.5884916392874,68.5268318414216,0
"1224502","Finland","1986-08-08 00:00:00","1995-07-03 00:00:00",25.1213021551894,68.5566508008567,0
"1224903","Finland","1986-08-04 00:00:00","1995-07-12 00:00:00",25.934249852975,68.5446868282485,0
"1225302","Finland","1986-07-08 00:00:00","1995-07-27 00:00:00",26.7153864067123,68.5452137724321,
"1225701","Finland","1986-07-12 00:00:00","1995-07-16 00:00:00",27.4856590155369,68.5712591887663,0
"1225702","Finland","1986-07-12 00:00:00","1995-07-16 00:00:00",27.4657698120965,68.5684615224346,0
"1226102","Finland","1986-07-09 00:00:00","1995-07-15 00:00:00",28.2796963914406,68.5497743527287,0
"1226103","Finland","1986-07-09 00:00:00","1995-07-15 00:00:00",28.25974881855,68.5332337303063,0
"1252702","Finland","1986-07-12 00:00:00","1995-07-28 00:00:00",21.5699596212929,68.6722934705969,0
"1252703","Finland","1986-07-12 00:00:00","1995-07-28 00:00:00",21.5506021065483,68.6723718938157,0
"1254701","Finland","1986-08-01 00:00:00","1995-07-25 00:00:00",25.5142148208393,68.7779386757855,
"1254702","Finland","1986-08-01 00:00:00","1995-07-25 00:00:00",25.5110476066879,68.7717315774579,0
"1254703","Finland","1986-08-01 00:00:00","1995-07-25 00:00:00",25.5281562999877,68.7630777220503,0
"1255101","Finland","1986-08-05 00:00:00","1995-07-11 00:00:00",26.3222439689053,68.7669993918007,0
"1255102","Finland","1986-08-05 00:00:00","1995-07-11 00:00:00",26.2984229401084,68.7775325536718,0
"1255501","Finland","1986-07-13 00:00:00","1995-07-10 00:00:00",27.0804987661319,68.7754976635156,0
"1255503","Finland","1986-07-13 00:00:00","1995-07-10 00:00:00",27.1107472362893,68.7729769195066,8
"1255902","Finland","1986-07-11 00:00:00","1995-07-17 00:00:00",27.8736039147072,68.7776638929906,0
"1255903","Finland","1986-07-11 00:00:00","1995-07-17 00:00:00",27.8971432279807,68.7500243985268,0
"1256301","Finland","1986-07-10 00:00:00","1995-07-10 00:00:00",28.6752335605675,68.7809503833559,
"1256302","Finland","1986-07-10 00:00:00","1995-07-10 00:00:00",28.6581255295684,68.7523018267826,0
"1282501","Finland","1986-07-11 00:00:00","1995-07-31 00:00:00",21.1247952529064,68.8769547097365,0
"1282502","Finland","1986-07-11 00:00:00","1995-07-31 00:00:00",21.1206823193116,68.875561397679,0
"1284901","Finland","1986-07-30 00:00:00","1995-07-26 00:00:00",25.8781518544125,68.9662527831706,0
"1284902","Finland","1986-07-30 00:00:00","1995-07-26 00:00:00",25.8944849778022,68.9974464457544,0
"1284903","Finland","1986-07-30 00:00:00","1995-07-26 00:00:00",25.8853858383334,68.968928110019,0
"1285301","Finland","1986-07-14 00:00:00","1995-07-13 00:00:00",26.7082693417503,68.980485092272,0
"1285302","Finland","1986-07-14 00:00:00","1995-07-13 00:00:00",26.6804127745928,68.9686610334003,0
"1285303","Finland","1986-07-14 00:00:00","1995-07-13 00:00:00",26.6805840461834,68.997111032159,0
"1286101","Finland","1986-07-15 00:00:00","1995-07-14 00:00:00",28.3114220248384,68.985540810719,0
"1286102","Finland","1986-07-15 00:00:00","1995-07-14 00:00:00",28.3067564240319,68.9807080195079,0
"1286103","Finland","1986-07-15 00:00:00","1995-07-14 00:00:00",28.2873749804811,68.9833596997781,0
"1315503","Finland","1986-07-17 00:00:00","1995-07-11 00:00:00",27.0788497772757,69.1885598918697,0
"1315901","Finland","1986-07-17 00:00:00","1995-07-12 00:00:00",27.8880729570549,69.2050681020933,0
"1315902","Finland","1986-07-17 00:00:00","1995-07-12 00:00:00",27.8964740441397,69.1919521578921,0
"1316301","Finland","1986-07-29 00:00:00","1995-07-16 00:00:00",28.7071153695291,69.199118217529,
"1316302","Finland","1986-07-29 00:00:00","1995-07-16 00:00:00",28.7132236423964,69.1798390368756,0
"131904","Finland","1985-08-16 00:00:00","1995-08-03 00:00:00",21.7567784411828,60.5881008299554,
"132302","Finland","1985-06-29 00:00:00","1995-08-27 00:00:00",22.3206946331012,60.6084238541769,0
"132303","Finland","1985-06-29 00:00:00","1995-08-27 00:00:00",22.3344798438652,60.6115444526533,0
"132503","Finland","1985-06-29 00:00:00","1995-08-27 00:00:00",22.6365878906266,60.6154066719917,0
