,index,plotcode,longitude_generalised,latitude_generalised,surveydate1,surveydate2,wai,sgdd,year1,year2,indexField,0_VHAsc,0_VVAsc,10_VHAsc,10_VVAsc,11_VHAsc,11_VVAsc,1_VHAsc,1_VVAsc,2_VHAsc,2_VVAsc,3_VHAsc,3_VVAsc,4_VHAsc,4_VVAsc,5_VHAsc,5_VVAsc,6_VHAsc,6_VVAsc,7_VHAsc,7_VVAsc,8_VHAsc,8_VVAsc,9_VHAsc,9_VVAsc,0_VHDes,0_VVDes,10_VHDes,10_VVDes,11_VHDes,11_VVDes,1_VHDes,1_VVDes,2_VHDes,2_VVDes,3_VHDes,3_VVDes,4_VHDes,4_VVDes,5_VHDes,5_VVDes,6_VHDes,6_VVDes,7_VHDes,7_VVDes,8_VHDes,8_VVDes,9_VHDes,9_VVDes,0_B1,0_B11,0_B12,0_B2,0_B3,0_B4,0_B5,0_B6,0_B7,0_B8,0_B8A,0_B9,1_B1,1_B11,1_B12,1_B2,1_B3,1_B4,1_B5,1_B6,1_B7,1_B8,1_B8A,1_B9,2_B1,2_B11,2_B12,2_B2,2_B3,2_B4,2_B5,2_B6,2_B7,2_B8,2_B8A,2_B9,3_B1,3_B11,3_B12,3_B2,3_B3,3_B4,3_B5,3_B6,3_B7,3_B8,3_B8A,3_B9,4_B1,4_B11,4_B12,4_B2,4_B3,4_B4,4_B5,4_B6,4_B7,4_B8,4_B8A,4_B9,5_B1,5_B11,5_B12,5_B2,5_B3,5_B4,5_B5,5_B6,5_B7,5_B8,5_B8A,5_B9,6_B1,6_B11,6_B12,6_B2,6_B3,6_B4,6_B5,6_B6,6_B7,6_B8,6_B8A,6_B9,7_B1,7_B11,7_B12,7_B2,7_B3,7_B4,7_B5,7_B6,7_B7,7_B8,7_B8A,7_B9,8_B1,8_B11,8_B12,8_B2,8_B3,8_B4,8_B5,8_B6,8_B7,8_B8,8_B8A,8_B9,9_B1,9_B11,9_B12,9_B2,9_B3,9_B4,9_B5,9_B6,9_B7,9_B8,9_B8A,9_B9,10_B1,10_B11,10_B12,10_B2,10_B3,10_B4,10_B5,10_B6,10_B7,10_B8,10_B8A,10_B9,11_B1,11_B11,11_B12,11_B2,11_B3,11_B4,11_B5,11_B6,11_B7,11_B8,11_B8A,11_B9
10,10,1016302,28.5605364793958,67.0516448372346,1986-08-19,1995-07-21,0.416700004145564,681.481666666667,1986,1995,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.7310281519832,41.78101974677529,19.941650728932135,594.1793177986996,331.62019174730705,203.76392216936475,116.39103208638691,151.91638653750854,207.40013462014397,317.19816128824857,283.96416079122696,88.9560859260033,464.33910318831215,94.12067297904521,54.989341311443965,596.7118773808546,391.20440444317586,290.55465781991234,179.72933221606826,234.69713798687678,279.56410368338067,449.35288869527113,324.91718121838755,67.1923103585091,491.2742707990132,107.44887684507025,64.78206079521497,1444.520359890943,1333.7917891420038,1274.1921964080645,1113.8429644581825,874.8950688560436,754.7187395441867,840.7827870008495,654.6442358707882,174.43078480571424,243.18665600390548,75.11342288379748,42.97684947320986,654.5522426063586,593.1997493911684,622.8316591122269,591.5537927681517,467.5783595974002,446.77174638075905,516.199277588439,409.57201753784426,141.64607447976255,6.331193845749909,64.80285120774022,41.009735213386364,31.608696583740798,50.49206839333458,81.44627217355965,145.69446167158097,175.63162423230088,201.1471098598931,300.77698967508803,235.48903731799766,87.7621216003985,4.031762387010378,76.4309462433906,41.6387208644962,24.683861679864727,48.06310499798309,64.17026818315283,156.1556219705231,239.1073541051054,266.8208487654027,377.01561282641666,313.8821936661671,104.55556484421348,2.7942164249332775,15.98392544327488,9.489694074563678,21.78828880582119,16.77596883026174,21.204468248088858,33.391740150062425,54.77218899204823,63.43339037013911,85.04610058301793,72.58039081042448,21.85746828129043,22.519042521496125,110.1431781185639,81.16558943657849,41.49397379735814,66.77326417709689,70.04146430557083,100.63843834436241,182.60482979868593,205.88382443965853,294.5568372319862,235.3021987440085,68.85918439893608,192.66820186808621,53.71595850596767,41.3085375242392,395.29727669846295,220.56890012992574,152.80366826147855,135.18351098998542,284.6726678878963,311.00129921475667,434.064215136907,376.90888026112725,118.15275650144683,,,,,,,,,,,,,,,,,,,,,,,,
11,11,1016303,28.5710515184375,67.0562966618896,1986-08-19,1995-07-21,0.416700004145564,681.481666666667,1986,1995,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.9190473617526,120.4455580214179,119.51705685707348,927.8615381268831,917.0972115511564,1011.4207953026413,1110.6836105678003,1039.0599396953937,1012.9751037356916,1073.3050506584555,967.4382883703519,1056.1593837982603,1333.2672382372255,160.54798921146957,184.78871387328593,1384.1797471912148,1298.4164832604515,1333.710770600015,1412.147557368175,1314.8693366265813,1214.5516786595138,1261.5016239149163,1168.5821075422596,1453.1359918380003,1149.3968526424685,42.91488607788194,34.886116813654496,1333.3655272895855,1254.4934837493258,1209.415357467674,1206.6381246466603,1018.204384502845,920.3719105176148,866.5032266720648,806.9669367673225,1058.2766325747364,453.8602906515243,165.62648199305295,118.42936810960518,782.4667306851593,735.5986187490529,722.1420220235738,601.9245418435455,521.1826960061027,468.86602984514474,573.953020915944,439.44185070124604,505.6847770875531,21.197194817806913,66.46106240130737,43.91129027766983,36.45052108728478,38.15407841532211,76.35198311247667,145.36275889732562,206.71845378615038,245.34629360363385,253.6187804680333,291.56216687416315,316.9613044953071,21.938463672488833,101.25367448521183,61.88638306113193,25.208538346138837,33.196896864482,68.86468241055528,165.18943962298894,261.1955653575993,294.5471876613829,332.2333629556793,357.28067057506024,396.04136427326296,6.198663961132375,131.1783892495031,63.49270161124607,16.093361615543543,29.76976938061615,35.222201667481144,93.11850877188854,194.39727179098543,221.9501913128771,247.078295709126,243.85723617385094,164.1729005476795,21.41897959709124,176.73582379569342,103.44090555398415,35.804408648522084,48.768913512685195,82.4043294858075,178.8966898826516,266.7187826728195,319.6998861033813,384.37728666527056,401.8148384917273,434.2112929498808,600.1732956455938,103.95368348572032,107.55277690485077,827.1033206434313,852.8542149389067,965.3394471158294,1031.8352061676221,1012.1488246571486,948.0614298621396,1053.4691929124044,955.8310186020764,906.5445156015858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
12,12,1044101,24.5035117377672,67.2562587036028,1986-07-01,1995-06-14,0.235490697890187,675.171666666667,1986,1995,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.7879937387158,73.9535544530222,57.03666236909675,259.23098676682633,302.2492821836409,406.3808478104023,428.0302178843869,535.7503914325752,541.7863992862403,659.2584237950086,542.634846680468,21.521929743902447,108.21434721112398,88.24845556566436,71.82996244453422,506.54691178533176,502.5920012620118,534.0222849088686,495.7876720663036,562.2437856163746,545.8834147065411,704.399839547885,545.4266226774054,5.311558694569307,115.77435122294143,34.41570621387048,22.422287389652798,580.7540465070655,535.8244000274109,502.2202447424946,341.01441037957864,325.26837237924616,275.76116890807054,407.24129962714824,236.09097058922973,130.2354025551512,53.175876994550585,74.45629066923905,36.07214232335959,295.5295125663974,262.3726444411433,271.1539888097703,186.34024009952026,191.32361256757258,130.02417457353633,227.98138836417345,150.95726551359036,50.46688633403493,70.54435074976224,40.69937315731021,27.058183630974327,68.96077255978744,55.07072024676073,61.75627858999071,49.579767468796035,71.43760546714081,68.36810328843592,85.12390618934641,65.52172379541675,55.48888599270014,3.9864939221264963,48.87419464325491,27.665869264000804,14.584265164283114,34.19296415059446,24.896657088856283,39.92151360078804,130.5876297585526,152.79274706512803,211.9072637459624,143.17637966994542,65.03127332103195,3.3173925706458283,54.91092489058607,20.816561617021065,14.973253827500361,28.6103465964188,18.948410765323096,44.18826141596099,136.201597967136,160.3476087659117,199.05099632057193,170.01099585130444,87.31012284333443,2.2421565077994976,56.33454517639471,25.41748761675372,21.33869013988957,31.03910395066152,26.974382183122476,43.40584953633341,86.55444532938378,85.17508508476041,158.159291554217,96.73319953793376,20.38230232969813,74.08069222342834,43.551595761622174,43.705053877149446,197.01383296122128,240.56694024953023,312.4262035738748,381.43354610537034,481.1933078580897,530.233031281712,639.7864335302057,555.7261760104641,61.667476024588815,68.94300970335225,24.015265702621015,29.885853257900138,146.39130626460943,169.89283498156126,264.35110855683376,273.2233380195828,409.12220556687157,404.62433027824574,474.9991790299842,417.62834075513916,40.480782623543085,,,,,,,,,,,,
13,13,1044102,24.4777222257532,67.2260413632843,1986-07-01,1995-06-14,0.235490697890187,675.171666666667,1986,1995,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.9866828775824,57.03885346170568,55.25304306122529,1327.8260526064046,1148.6317761279242,1188.092218369924,1085.7919064445696,954.5592567200721,866.6107546268772,1073.3905131744057,801.6243782238854,516.2364593124689,846.8792125396569,55.78212004035274,80.907367949014,1767.4338853393106,1590.9256653635039,1587.6967153715548,1499.3036407052755,1339.730192339756,1228.160029688087,1356.431463515139,1116.0372796705033,638.1365280258862,794.278334905545,72.47467179237769,39.047737972641976,1876.7739782187289,1744.2703102360665,1644.4428787569775,1501.99785933264,1316.7951985855516,1153.090362187658,1221.913658225545,998.7787119680049,556.4681229073059,751.9191793271851,307.457651887839,215.38734145505148,693.979683065135,668.0162605573591,658.4784585151307,599.9413769010339,651.4288248357088,578.5598323352881,634.0565989561733,528.4649786003349,691.4305388639289,21.68504504494856,175.02855757467015,138.0963331249498,59.57771526756157,65.40010801771403,90.79574053453784,101.08496325328319,90.07138877286901,89.47463449815766,184.61113244709838,126.56310176036627,58.530047027466765,39.39945753591621,220.19436874351896,174.5093875140377,79.57793845879931,95.96898664554392,120.80001792982583,150.99137141332832,149.61367200557976,165.19636866709837,248.4595798169449,195.2143364486082,76.43422824341107,12.650914854704853,175.07875533555085,131.32690172032503,69.09365261379153,91.82787046213377,121.65063678527139,118.48228845478008,128.98924295614603,145.54710490839796,234.67923846474906,184.8776339572283,79.0518787448004,15.33389189184422,157.28653896994393,99.5190469712176,38.70457954454549,57.33434997867478,66.32916835790537,97.65217999336693,156.07973271960955,169.2601555761693,243.54737392839448,212.28063882420147,105.52224937380254,594.0221959481589,78.70826016735884,79.2308103823947,1054.1815941640311,884.5973067567876,950.9820465158931,812.1984456888142,800.1366652074496,776.5160820597213,1044.7548750512553,715.9453287805437,573.4701372428923,425.7166829940375,34.06829484907394,28.74975415067386,751.955499347156,598.8418654042973,645.5139278676542,537.6089528507159,555.7761085547282,604.5105993000477,777.3641998465038,549.5831190070348,323.4865599403189,,,,,,,,,,,,
14,14,1044103,24.4790905683447,67.2263035068776,1986-07-01,1995-06-14,0.235490697890187,675.171666666667,1986,1995,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.4306708592669,72.31855758176268,71.11154832853039,608.7499534048748,634.8762386671793,750.4963037092964,853.9681474548083,858.593545043384,811.8185146876953,810.3978610521858,782.9508521789121,988.5101901857252,936.115447960829,54.13227279754818,59.09714040924517,614.1374441828232,592.7037885435515,620.1231666987778,709.4706560304387,665.1489452767344,628.5748296685852,567.1747557417358,586.0125696934394,954.4401257929065,657.9321579262241,40.438862486144636,25.54086291137398,564.6398070964028,498.4913280684401,465.02378843590446,352.0808938921345,307.9825480191691,279.55607506953,279.9207270409453,228.95165400539895,477.0537642967051,25.87587436376766,148.27441958509036,128.05486272221475,27.4636117634759,29.197332375212643,50.174672349743155,32.40979726803031,50.507451522196156,59.65620663385287,89.3878101248338,54.25374920509519,30.1328464963043,236.5877588102647,78.683491006989,75.76654235224972,172.66697355124813,147.22917032276388,153.01482506412626,139.14416070078062,115.77556585702429,123.89757809596205,115.9539601860055,115.37355732347719,154.70166767254145,38.14718442765452,115.64381265579709,102.48691531753956,20.55102977241761,27.194015485600307,39.316600675877844,43.0422626513429,109.11386056142237,123.10173844009483,159.80585661169417,121.46729367462521,86.75379302083526,47.62626207675254,124.90590572149384,105.07875517925817,64.9113238624149,58.53340217872166,73.02710440954695,56.68459336617512,75.35675269522025,98.82457776213778,111.95255167315636,86.11604213850752,40.15443075952648,30.964768143422816,93.07032304549955,68.87792103097318,20.58911675571627,30.98522699743309,28.5139544808025,55.24009438251656,123.936112634302,123.03961829313045,153.84957616844653,133.63508914839412,84.89673878437087,655.6193320221861,78.30439609865813,95.86656453802475,671.7640690782479,721.4717124335713,870.4648796577266,950.4547477606467,989.0960122727279,973.8325091153624,1116.0417764803194,1027.3118129883098,1333.1118572559951,408.42910682133885,40.753559868113655,38.77145458750948,386.40710501175033,392.67463717267435,537.7558881574478,620.2605656705363,690.5569625639129,696.5558358319129,810.8522971524673,736.1121025872642,701.1373488247397,,,,,,,,,,,,
15,15,1044501,25.2502319056071,67.2592458216817,1986-08-27,1995-06-16,0.178318262718467,701.795833333333,1986,1995,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.1742176283718,37.91965067156677,55.34117830644521,939.8147725260912,829.536522778574,830.3137560665994,891.4931723569455,789.4609381450408,727.9064843328736,731.3924538135366,642.5209658472712,647.4920899044638,955.6919586488583,54.42546596060253,84.57473572741038,1213.655217279471,1119.550207229742,1119.307822311646,1147.090055777408,1023.8090481413128,921.5879659661135,964.1371605501195,858.9316237959323,768.7108740247735,872.1874826751165,48.56442798929566,17.21464866130353,1199.2140667716262,1142.933296089123,1090.4480447787403,1141.23240896668,1003.3424127484714,872.1062132040681,824.2092331316675,763.0231803557007,665.9377058294837,341.62387118420634,36.55866642950313,27.46694950055687,488.84218693805616,473.96806341132594,478.2121999370844,506.55297954251733,416.301162384158,378.40778390553686,358.0615864257964,331.89536310852145,315.4557863903055,14.718255561841067,101.14410134401989,62.486965436725114,21.813321518992208,26.84145802453035,48.95525895339107,71.48084174902903,80.8813231240175,86.13621275836927,110.67107582245931,105.4111234313515,116.84927028761234,10.077002714014146,107.35194980222032,49.254477240467146,20.66842038162538,30.42477263813209,37.53658081664706,79.62357235956884,136.1993772934071,151.9946933293202,194.43887756379635,188.07503327609834,181.1541018901925,10.244002853374047,151.1586935912001,79.7772807236935,18.421356268173046,34.90398067608031,46.25694472379239,98.28683040200208,144.11065068549829,166.87567062001048,204.9170430352787,195.64485282411127,168.40216078253252,11.68261803593674,50.483774244684284,30.131289817043,12.840999616865771,18.909013323197104,20.015068500177758,45.24104879589776,59.27947470993196,63.232414760081454,96.00575582931083,76.62996343328213,84.16220488613244,559.1993914928587,54.29333481179939,73.45125845362386,656.0641796015335,596.7235966536978,604.6922011831673,558.9865028920747,542.079504089079,495.2678114888474,628.1031560389099,435.973265209965,438.684197707827,473.42798242492677,28.872279884109812,11.871481108602875,428.2981714372711,302.21077868052987,251.40153993119878,257.20856845560354,187.6900822280163,185.4074703333207,371.447508100725,182.10970472983348,230.81543027533007,,,,,,,,,,,,
16,16,1044502,25.2506840190008,67.2528561838222,1986-08-27,1995-06-16,0.178318262718467,701.795833333333,1986,1995,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.5873730203898,95.62476140914798,127.28396317391251,1927.5278737097788,1777.2815780722276,1866.0956254315224,1747.7107481594285,1534.8307833689607,1389.6234594982884,1545.1853282581278,1271.4630008391744,1142.859823974264,1272.1163411467871,94.99424783431637,145.42948218874608,2200.920251932838,2041.0435048084194,2045.7483171525505,1850.5384504586589,1588.842298477572,1436.503356421472,1630.3705864792962,1302.4529841881445,1043.1222034759678,1002.0259073156128,46.8549063617667,16.05078609504459,1913.1046679221565,1787.4335725788042,1709.016245175003,1569.7466169781155,1337.8018582789152,1163.1900908858786,1188.2839043009662,1007.9493438625268,819.5726714591152,201.3565436364896,150.60671055649934,90.31172061846642,319.69535639001504,297.4310082885437,305.98101085886316,248.130311716646,204.38473814767244,210.08589962216885,268.74878505018324,221.88082749802805,71.35071151447282,22.91020421621515,126.66387884226869,100.7313890485388,38.98161984787312,36.951712513083805,74.98383111972429,70.4074990208254,98.52525407241939,108.35083560962632,137.44381806413838,110.61933774088234,56.866837609631425,11.366716861841036,135.32795891911496,85.59770175779293,25.415858932109938,35.44046333954345,56.84666833682694,79.34939845337236,130.6517777639203,146.79831043838442,201.86667062959387,161.69775516394986,113.02183200361048,7.31546788849293,165.0159286223831,97.12384508038595,25.77727470760783,35.509576011744954,56.35935497402311,82.33969351066315,104.48310962407128,115.0484360387643,188.6312593210357,151.66076749284582,119.81004145093453,17.290096735151767,196.1371582248162,124.7231721037879,30.317660966893687,41.08622787497294,62.56802580990668,88.25049900167512,113.43553401666729,126.56040842742128,208.50926809233692,181.99751507954585,160.7618851292441,786.8028887071446,130.74080460988733,149.61114679968858,1343.054833532854,1293.160564120315,1429.2538818595342,1405.7202433578352,1311.0272863816247,1248.0831711964784,1360.57497940647,1200.0815825618736,1038.4191812663876,579.4798747819245,117.67450816721953,125.8329915892297,903.5268210552944,849.1789790051135,1014.6866452277874,1135.3346749432806,1102.6023853727788,1104.726251085962,1245.3767780237793,1151.0370637348933,896.3857246406687,,,,,,,,,,,,
17,17,1044503,25.2459165356584,67.2397492616968,1986-08-27,1995-06-16,0.178318262718467,701.795833333333,1986,1995,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.93996147056225,78.98763769299623,81.3826096830565,752.9543770275291,678.7702109819934,717.9815630091582,719.1891807808713,692.3401936343492,635.5161488094838,674.8901871631413,623.4141679038838,361.17547025104335,386.7449587765268,108.54441837897747,118.01362135313943,1157.5007247604944,1083.4125712435505,1111.104819872303,1024.7728649260307,923.526927109113,845.1560220501235,952.7659321381473,805.7112751051811,413.91633513737025,256.28312262880536,13.45382916254342,12.687571951361855,751.4677037952166,706.540934705254,683.7972038509304,588.6361950030204,447.38552957884144,398.3599990835237,438.78975262522613,337.0548369430394,209.6453211177774,52.928281591723916,132.49687938000315,95.20042730836744,162.06564524296837,155.3188335728634,128.23367331878757,134.47646513893696,161.3900609756067,153.94076034904933,193.0282752401869,140.52520427790725,57.81050877017355,5.6096722551809615,95.10366269731202,70.26945760473386,17.031411672820028,18.510677908133253,31.150484614285666,22.730959204121937,66.90488329519906,71.09668150920767,114.49140069752306,65.43950114620415,21.590881316045255,0.9565192891748994,63.37374282103691,30.50852398979092,9.012019251425222,19.435976386427242,9.415567570149056,28.802487426381063,117.45728211542124,147.98011607896336,186.080057656945,153.84000378392116,98.58708800985923,2.1444672389142245,84.16801870740788,44.465274991883796,11.403617710390085,19.46231014467773,11.292843491677669,32.25612429450061,111.21229480589241,144.8980601082438,189.31061880672812,145.74153818321102,89.30075550709249,1.2124937347341325,74.02989108826493,41.144589088218,14.1627506778799,23.634210168235803,23.07161895294647,45.747612583789085,78.80678016046691,87.65107079872662,143.10965666000413,106.76754302562091,47.66282784728521,186.50811471036693,30.08325922895507,35.17715271411303,402.8243033319101,334.3801288746012,370.5568835918965,391.40566391525516,405.93802506570137,393.0867260312745,443.40608574265997,364.6379959319031,251.32642511697085,100.9716146611477,40.11277640124473,33.63624915040784,211.09737705278698,154.81508028892156,143.49794042303836,195.06833189272734,256.2930396670094,280.92183358364684,253.71045288089545,301.204111952153,135.19585120921047,,,,,,,,,,,,
18,18,1044901,25.9726720757375,67.2578224289366,1986-08-25,1995-07-03,0.211865320082275,670.3025,1986,1995,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.79903515230103,19.800938000679274,14.775635556351137,287.56341611755875,251.9409171383789,265.7043220347071,201.70858347398868,208.98589220368066,191.6775965794489,259.8271927748669,182.16807427871547,42.74679147882429,95.96794040402317,29.831793920959534,27.868610020974977,404.85158744933955,361.17624706013856,373.3151798798809,271.9788019443582,257.17875777170303,246.83008144516333,335.70632676202484,232.12639281661552,56.443255887534015,120.84767311996033,18.241376400978545,9.477182517760967,403.2086149044224,383.2394758810629,358.6238485614378,191.59538640926255,189.6478665694276,161.548200574094,265.98477869710683,124.51938809823358,93.08163896233566,38.47258836370021,45.81922217088139,25.7710773389085,276.6680055591753,255.13028279757071,270.10807353375776,130.77118890389556,145.81809358705178,98.42760812518627,189.63873967390498,101.62334841484912,46.12364716635965,2.028058034293655,46.951478329553545,30.804480973002065,16.319684877372747,22.91411185289221,31.152222100969624,25.66880709620077,27.32600536857445,34.52458204169853,65.26397433936178,33.81580362713287,17.61485145235413,21.756164153415536,77.95251117406313,58.26526765067553,21.718232571708093,24.624027823662548,34.06587276117645,36.56775974313539,60.85452939530056,70.9059505764453,86.50398144009425,81.16017975143576,80.57840179952042,9.083505085338313,55.663680315357304,45.08366423159625,39.19304371039531,38.602957034169606,39.04693516248414,38.81295059497054,46.64129583396763,41.23255309711317,60.79543425375282,42.616574646253525,18.447764759558172,9.49980544421321,33.73398734396763,19.6772837047625,23.122893804913275,26.7283312880599,26.334151254872232,34.949054775071154,42.700895780542915,51.874171695833134,101.78207971594901,59.60907675345425,27.309882063976573,77.86729246260376,33.494339869955624,30.892296146755356,189.76072876869398,238.97128885601919,331.91355481064096,281.8365872967127,327.20202405079345,339.55757527289603,471.68207331056107,317.34187093273766,60.62417717978115,64.54076510323095,18.613785735056226,16.97721627877132,152.0622561673087,101.30981308415625,152.39339091826818,144.26572704561536,159.71476167515806,203.48794161392382,322.8774188295422,204.1491256037231,88.88442556507597,,,,,,,,,,,,
19,19,1044903,25.9706725204794,67.2457843679976,1986-08-25,1995-07-03,0.211865320082275,670.3025,1986,1995,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.3249812184945,9.57345155517997,10.344870200311316,258.0376885518263,225.05224215380795,227.93478459500972,215.86095956165232,177.56115751212363,177.52400865148604,167.43285124561422,161.63736215951457,699.9517620232698,1260.5637724692756,11.618658510983197,16.447672504087226,257.8365749145124,222.05879030511352,214.87443092247116,194.14748984259063,129.86438485970416,113.34942984652258,149.46772425218077,117.86713724238575,690.8544248934456,760.0638181511312,11.157616452133515,6.178117069583712,238.08098156119112,205.1214024616469,198.6660258800002,136.3348803148992,129.91784134447758,110.05222120931806,139.5730018030297,89.90321772378077,314.36528950657333,614.8983413766638,132.0546409627164,153.1235178290282,1195.7821094112032,1091.712120386197,1039.8051471791002,844.0240559787501,745.6560442319463,686.1619944966642,853.0335741754959,518.6992067857399,319.81187888696456,18.879068812269235,128.61169049737856,77.56990262735778,50.455433320227996,88.7456544836587,115.04096432928576,232.78657376761572,351.9819537783718,408.2741148561862,501.23949717663703,426.2122536993654,507.1708894498279,16.95179211375821,66.85570693495714,40.940108988505386,34.64353146216751,61.37986630036405,75.74060796403819,182.963252974339,280.57953221011644,338.0105318193086,406.6394413021894,355.16138517281183,418.1553808064661,13.706434362349757,69.99842717916383,37.03623269637623,26.3732036192712,57.47155838656761,79.57579234803372,201.22584667220804,305.683949143826,352.7229309080562,440.7910732854736,373.16348195235054,428.4502982820047,91.55952728639716,136.04117537613104,88.64447254228713,55.01206441454966,54.16892456553623,52.26723416411406,131.7178230546865,197.01139526422529,217.19951993566363,283.5664967764359,241.71774650450436,315.38282930951806,965.2759656732088,113.11461317088573,117.61591527688437,377.47136424419824,429.5983970517731,533.8836637760938,638.7052173914735,646.0750112071934,606.7055982675076,526.6531643838846,653.2082850873737,1270.595082094637,809.0903777292309,56.69786739744446,68.9609436349502,554.2038694842585,521.0529630575179,675.921396585693,765.6731386078333,734.7841739890563,738.4321074671806,772.4939581420294,734.604600611253,838.3380249760287,,,,,,,,,,,,
20,20,1045301,26.7320704026815,67.2724215705171,1986-07-01,1995-07-04,0.255256354868958,695.19375,1986,1995,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.9143895830927,37.733025422830686,27.072437013646542,243.613272815629,189.28990987406476,205.68887614296617,159.05504436199575,107.66320780073016,92.70424993083991,149.16688961226646,88.1625350684191,189.9127238733605,324.9419830602666,32.07231428183357,32.54158313900255,393.381612382609,346.2132054191238,362.9455927818286,300.4400394774093,201.09855448325277,182.18677000270054,255.85252463789192,187.0225310477149,141.90756939722712,383.9323149062619,47.313358488784246,24.124566934010318,458.15584052430296,411.6472778330364,406.7716085262758,303.7959477851338,217.51910604929287,192.45496007924493,266.22810941134617,166.88330597719795,101.90700649001795,18.008379952920382,42.42589470384291,33.43475577663725,14.575063079949736,18.833071597204054,26.361915171807688,28.180658296731337,75.4944237565538,71.58140209157686,73.64219914419958,61.58287655427418,89.61743422951298,7.33091221719822,32.38162464056624,18.784509573286687,10.73430577930321,14.441044319382765,16.53499591350863,21.809439419789182,41.832755263230304,46.52074231808739,79.45222870980326,51.723031629077106,34.27737035158,6.083014444758344,28.383630411303454,15.13863877247375,12.383301889474989,14.842033009862076,15.692004463235396,19.10701226275854,75.41334391214916,93.37559655813112,131.34200337865573,100.69555226658579,50.8278606368386,26.98027547720208,76.02010646329614,82.56738746114819,73.797510419645,44.33969554673338,46.2665530800247,38.373825393465914,78.58480323338708,89.04813526314416,111.22968225105825,87.64516768619663,85.39417100085666,44.523426128235734,65.44378831948973,78.02251680196076,45.17273227607177,50.03791257295012,48.01089671140342,49.6503596803438,42.381902596780606,46.36009616358729,96.23439359521261,58.52729646814303,70.37187906926445,171.79327150649118,14.337982776986918,16.912447969858768,189.28518535346672,219.51023099618104,247.5744397431294,192.8132838432993,193.43043294740914,203.92220176581964,328.2106701522832,166.55752802060783,195.65328029125422,178.08347250070284,28.115061495365726,21.71610157121528,77.0481549139584,65.18196923015574,66.57827098098339,64.51508385324225,112.90580248774202,105.36094445234274,183.54476779451917,127.62417117687042,310.48761956934663,,,,,,,,,,,,
